current_file:.\parsedData\94792123_a2.txt														
1363905654199.00	0.00	 'system'	 'phetFrame'	 'window'	 'resized'	 'width = 1024'	 'height = 768\n']-> <<BEFORE>> first user action!							
1363906646695.00	985.26	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.43\n']-> <<IGNORED!>>								
1363906646730.00	985.30	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906646801.00	985.37	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906647046.00	985.62	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.43\n']-> <<IGNORED!>>								
1363906647138.00	985.71	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906647149.00	985.72	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 1.1782945736434054'	 'y = 1.8604651162790633\n']-> <<IGNORED!>>							
1363906647330.00	985.90	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.43\n']-> 1363906647330:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906647548.00	986.12	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.30 Amps\n']-> <<IGNORED!>>								
1363906647829.00	986.40	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.9302325581395294'	 'y = 2.0930232558139474\n']-> <<IGNORED!>>							
1363906648080.00	986.65	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.44\n']-> 1363906648080:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363906648146.00	986.72	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.43\n']-> 1363906648146:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363906648287.00	986.86	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.39\n']-> 1363906648287:connectionBroken.nonContactAmmeterModel -> deliberate_measure	Test	traceMeasure	nonContactAmmeter					
1363906648350.00	986.92	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.4806201550387539'	 'y = 2.3720930232558084\n']-> <<IGNORED!>>							
1363906648807.00	987.38	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.60 Amps\n']-> <<IGNORED!>>								
1363906648866.00	987.44	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.21705426356588553'	 'y = 2.403100775193793\n']-> <<IGNORED!>>							
1363906649116.00	987.69	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906649116:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906649210.00	987.78	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.41\n']-> 1363906649210:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906649568.00	988.14	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.4031007751937925'	 'y = 3.984496124031002\n']-> <<IGNORED!>>							
1363906649618.00	988.19	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.60 Amps\n']-> <<IGNORED!>>								
1363906650202.00	988.77	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906650202:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906650333.00	988.90	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.31007751937983885'	 'y = 5.038759689922476\n']-> <<IGNORED!>>							
1363906650545.00	989.11	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.28\n']-> 1363906650545:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906650712.00	989.28	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906650835.00	989.40	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 0.9457364341085213'	 'y = 5.875968992248058\n']-> <<IGNORED!>>							
1363906651205.00	989.77	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906651205:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906651610.00	990.18	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.29\n']-> <<IGNORED!>>								
1363906651680.00	990.25	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.093023255813948'	 'y = 6.031007751937981\n']-> <<IGNORED!>>							
1363906651709.00	990.28	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906651750.00	990.32	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906652174.00	990.74	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.29\n']-> 1363906652174:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906652182.00	990.75	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.0620155038759633'	 'y = 6.077519379844958\n']-> <<IGNORED!>>							
1363906652252.00	990.82	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906652688.00	991.26	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.031007751937979'	 'y = 6.0620155038759655\n']-> <<IGNORED!>>							
1363906652845.00	991.41	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906652845:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906653315.00	991.88	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.682170542635653'	 'y = 6.077519379844958\n']-> <<IGNORED!>>							
1363906653347.00	991.92	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906653457.00	992.03	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.30\n']-> 1363906653457:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906653830.00	992.40	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.3720930232558075'	 'y = 6.108527131782942\n']-> <<IGNORED!>>							
1363906653959.00	992.53	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.45 Amps\n']-> <<IGNORED!>>								
1363906654104.00	992.67	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906654104:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906654413.00	992.98	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.32\n']-> 1363906654413:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906654574.00	993.14	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.418604651162783'	 'y = 6.217054263565888\n']-> <<IGNORED!>>							
1363906654606.00	993.18	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.45 Amps\n']-> <<IGNORED!>>								
1363906655109.00	993.68	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.325581395348829'	 'y = 6.186046511627904\n']-> <<IGNORED!>>							
1363906655649.00	994.22	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.914728682170535'	 'y = 5.317829457364336\n']-> <<IGNORED!>>							
1363906656057.00	994.63	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 9.023255813953481'	 'y = 5.240310077519375\n']-> <<IGNORED!>>							
1363906658280.00	996.85	 'system'	 'phetFrame'	 'window'	 'resized'	 'width = 1440'	 'height = 874\n']-> <<IGNORED!>>							
1363906659936.00	998.51	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 9.023255813953481'	 'y = 5.240310077519375\n']-> <<IGNORED!>>							
1363906660094.00	998.66	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906660094:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906660434.00	999.00	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.34\n']-> 1363906660434:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906660473.00	999.04	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.916731180131915'	 'y = 2.9766616088109856\n']-> <<IGNORED!>>							
1363906660596.00	999.17	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906660976.00	999.55	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.863468863221133'	 'y = 2.9233992919001994\n']-> <<IGNORED!>>							
1363906661177.00	999.75	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906661177:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906661403.00	999.97	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.35\n']-> 1363906661403:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906661570.00	1000.14	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.009940234725793'	 'y = 1.2056895715273623\n']-> <<IGNORED!>>							
1363906661679.00	1000.25	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906662088.00	1000.66	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906662088:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906662579.00	1001.15	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.196358343913541'	 'y = 2.0312554836445407\n']-> <<IGNORED!>>							
1363906662590.00	1001.16	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906662758.00	1001.33	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.34\n']-> 1363906662758:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906663088.00	1001.66	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.690366333261084'	 'y = 2.4573540189308263\n']-> <<IGNORED!>>							
1363906663277.00	1001.85	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906663551.00	1002.12	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906663551:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906663847.00	1002.42	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.529247824605946'	 'y = 2.5239319150693085\n']-> <<IGNORED!>>							
1363906664053.00	1002.62	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906664223.00	1002.79	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 9.728981513021385'	 'y = 2.5239319150693085\n']-> <<IGNORED!>>							
1363906668160.00	1006.73	 'model'	 'junction.255'	 'junction'	 'junctionSplit'	 'component = wire.34.endJunction'	 'component = resistor.12.endJunction'	 'component = wire.35.endJunction\n']-> 1363906668160:junctionSplit.junction -> light_intensity	Revise	split	junction			
1363906668808.00	1007.38	 'model'	 'battery.3'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906670467.00	1009.04	 'user'	 'wire.35'	 'sprite'	 'movedComponent'	 'x = 10.26854933215661'	 'y = 0.8517841843949672'	 'x2 = 9.531056201550388'	 'y2 = 2.9767441860465116\n']-> <<IGNORED!>>					
1363906670577.00	1009.15	 'model'	 'junction.311'	 'junction'	 'junctionFormed'	 'component = resistor.12.endJunction'	 'component = wire.35.endJunction\n']-> 1363906670577:junctionFormed.junction -> None	Build	join	wire				
1363906671269.00	1009.84	 'user'	 'junction.311'	 'sprite'	 'movedJunction'	 'x = 9.769902651263667'	 'y = 3.21970868555213'	 'component = resistor.12.endJunction'	 'component = wire.35.endJunction\n']-> 1363906671269:movedJunction.junction -> None	Organize	organizeWorkspace	junction		
1363906671373.00	1009.94	 'model'	 'junction.312'	 'junction'	 'junctionFormed'	 'component = wire.34.endJunction'	 'component = resistor.12.endJunction'	 'component = wire.35.endJunction\n']-> 1363906671373:junctionFormed.junction -> None	Build	joinX	wire			
1363906671938.00	1010.51	 'model'	 'junction.311'	 'junction'	 'junctionSplit'	 '\n']-> 1363906671938:junctionSplit.junction -> light_intensity	Revise	split	junction					
1363906672074.00	1010.64	 'model'	 'battery.3'	 'modelElement'	 'currentChanged'	 'current = 1.80\n']-> <<IGNORED!>>								
1363906672927.00	1011.50	 'user'	 'junction.312'	 'sprite'	 'movedJunction'	 'x = 9.840213049267645'	 'y = 3.209054593874834'	 'component = wire.34.endJunction'	 'component = resistor.12.endJunction'	 'component = wire.35.endJunction\n']-> 1363906672927:movedJunction.junction -> None	Organize	organizeWorkspace	junction	
1363906673611.00	1012.18	 'model'	 'junction.312'	 'junction'	 'junctionSplit'	 'component = wire.34.endJunction'	 'component = resistor.12.endJunction'	 'component = wire.35.endJunction\n']-> 1363906673611:junctionSplit.junction -> light_intensity	Revise	split	junction			
1363906674259.00	1012.83	 'model'	 'battery.3'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906675571.00	1014.14	 'user'	 'junction.315'	 'sprite'	 'movedJunction'	 'x = 10.905459387483356'	 'y = 2.596537949400799'	 'component = wire.35.endJunction\n']-> 1363906675571:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906676532.00	1015.10	 'user'	 'wire.45'	 'sprite'	 'addedComponent'	 '\n']-> 1363906676532:addedComponent.wire -> None	Build	add	wire					
1363906678164.00	1016.73	 'model'	 'junction.318'	 'junction'	 'junctionFormed'	 'component = resistor.12.endJunction'	 'component = wire.45.startJunction\n']-> 1363906678164:junctionFormed.junction -> None	Build	join	wire				
1363906678325.00	1016.89	 'model'	 'junction.319'	 'junction'	 'junctionFormed'	 'component = wire.35.endJunction'	 'component = wire.45.endJunction\n']-> 1363906678325:junctionFormed.junction -> None	Build	join	wire				
1363906679648.00	1018.22	 'user'	 'junction.313'	 'sprite'	 'movedJunction'	 'x = 10.625832223701732'	 'y = 3.9813581890812255'	 'component = wire.34.endJunction\n']-> 1363906679648:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906682303.00	1020.87	 'user'	 'resistor.12'	 'sprite'	 'movedComponent'	 'x = 8.911496005326232'	 'y = 2.5832223701731025'	 'x2 = 10.009996005326233'	 'y2 = 2.5832223701731025\n']-> 1363906682303:movedComponent.resistor -> None	Organize	organizeWorkspace	resistor		
1363906683030.00	1021.60	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 9.728981513021385'	 'y = 2.5239319150693085\n']-> <<IGNORED!>>							
1363906683379.00	1021.95	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 12.40541293778836'	 'y = 3.9353833132051275\n']-> <<IGNORED!>>							
1363906684474.00	1023.04	 'user'	 'wire.46'	 'sprite'	 'addedComponent'	 '\n']-> 1363906684474:addedComponent.wire -> None	Build	add	wire					
1363906686838.00	1025.41	 'model'	 'junction.322'	 'junction'	 'junctionFormed'	 'component = wire.35.endJunction'	 'component = wire.45.endJunction'	 'component = wire.46.startJunction\n']-> 1363906686838:junctionFormed.junction -> None	Build	joinX	wire			
1363906687576.00	1026.15	 'user'	 'junction.321'	 'sprite'	 'movedJunction'	 'x = 10.625832223701732'	 'y = 3.9813581890812255'	 'component = wire.46.endJunction\n']-> 1363906687576:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906687688.00	1026.26	 'model'	 'junction.323'	 'junction'	 'junctionFormed'	 'component = wire.34.endJunction'	 'component = wire.46.endJunction\n']-> 1363906687688:junctionFormed.junction -> light_intensity	Revise	join	wire				
1363906688267.00	1026.84	 'model'	 'battery.3'	 'modelElement'	 'currentChanged'	 'current = 1.80\n']-> <<IGNORED!>>								
1363906688858.00	1027.43	 'user'	 'junction.259'	 'sprite'	 'movedJunction'	 'x = 8.908122503328896'	 'y = 2.6364846870838883'	 'component = wire.33.startJunction'	 'component = resistor.12.startJunction'	 'component = wire.36.startJunction\n']-> 1363906688858:movedJunction.junction -> None	Organize	organizeWorkspace	junction	
1363906689439.00	1028.01	 'model'	 'junction.259'	 'junction'	 'junctionSplit'	 'component = wire.33.startJunction'	 'component = resistor.12.startJunction'	 'component = wire.36.startJunction\n']-> 1363906689439:junctionSplit.junction -> light_intensity	Revise	split	junction			
1363906690081.00	1028.65	 'model'	 'battery.3'	 'modelElement'	 'currentChanged'	 'current = 0.00\n']-> <<IGNORED!>>								
1363906691566.00	1030.14	 'user'	 'junction.326'	 'sprite'	 'movedJunction'	 'x = 8.295605858854861'	 'y = 2.023968042609854'	 'component = wire.36.startJunction\n']-> 1363906691566:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906693695.00	1032.26	 'user'	 'junction.324'	 'sprite'	 'movedJunction'	 'x = 8.295605858854861'	 'y = 2.023968042609854'	 'component = wire.33.startJunction\n']-> 1363906693695:movedJunction.junction -> None	Organize	organizeWorkspace	junction			
1363906693811.00	1032.38	 'model'	 'junction.327'	 'junction'	 'junctionFormed'	 'component = wire.33.startJunction'	 'component = wire.36.startJunction\n']-> 1363906693811:junctionFormed.junction -> light_intensity	Revise	join	wire				
1363906694383.00	1032.95	 'model'	 'battery.3'	 'modelElement'	 'currentChanged'	 'current = 0.90\n']-> <<IGNORED!>>								
1363906694384.00	1032.95	 'system'	 'simsharingManager'	 'simsharingManager'	 'sentEvent'	 'messageCount = 1300\n']-> <<IGNORED!>>								
1363906694905.00	1033.47	 'user'	 'wire.47'	 'sprite'	 'addedComponent'	 '\n']-> 1363906694905:addedComponent.wire -> None	Build	add	wire					
1363906695823.00	1034.39	 'model'	 'junction.330'	 'junction'	 'junctionFormed'	 'component = wire.33.startJunction'	 'component = wire.36.startJunction'	 'component = wire.47.startJunction\n']-> 1363906695823:junctionFormed.junction -> None	Build	joinX	wire			
1363906696001.00	1034.57	 'model'	 'junction.331'	 'junction'	 'junctionFormed'	 'component = resistor.12.startJunction'	 'component = wire.47.endJunction\n']-> 1363906696001:junctionFormed.junction -> light_intensity	Revise	join	wire				
1363906696561.00	1035.13	 'model'	 'battery.3'	 'modelElement'	 'currentChanged'	 'current = 1.80\n']-> <<IGNORED!>>								
1363906697335.00	1035.90	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 12.40541293778836'	 'y = 3.9353833132051275\n']-> <<IGNORED!>>							
1363906697601.00	1036.17	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.46\n']-> <<IGNORED!>>								
1363906697716.00	1036.29	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906697880.00	1036.45	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.103149289319653'	 'y = 2.2975670681984686\n']-> <<IGNORED!>>							
1363906698112.00	1036.68	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906698150.00	1036.72	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.46\n']-> 1363906698150:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906698403.00	1036.97	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.84882172607065'	 'y = 2.2576203305153792\n']-> <<IGNORED!>>							
1363906698652.00	1037.22	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906699447.00	1038.02	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906699447:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906699480.00	1038.05	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.63577245842752'	 'y = 1.9247308498229683\n']-> <<IGNORED!>>							
1363906699660.00	1038.23	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.45\n']-> 1363906699660:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906699949.00	1038.52	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906699987.00	1038.56	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.63577245842752'	 'y = 1.6850504237244324\n']-> <<IGNORED!>>							
1363906700272.00	1038.84	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906700272:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906700285.00	1038.85	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.35\n']-> 1363906700285:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906700501.00	1039.07	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 9.715665933793693'	 'y = 1.1657428338442721\n']-> <<IGNORED!>>							
1363906700774.00	1039.34	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906700891.00	1039.46	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906700891:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906701027.00	1039.60	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 8.450685907162537'	 'y = -0.19244624738076144\n']-> <<IGNORED!>>							
1363906701187.00	1039.76	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.36\n']-> 1363906701187:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363906701394.00	1039.96	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363906701540.00	1040.11	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 7.8514848419162035'	 'y = 0.36680808018248756\n']-> <<IGNORED!>>							
1363906701796.00	1040.37	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906701796:connectionBroken.nonContactAmmeterModel -> reading_updated	Test	endMeasure	nonContactAmmeter					
1363906702237.00	1040.81	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 7.824853683460811'	 'y = 1.0459026207950046\n']-> <<IGNORED!>>							
1363906702319.00	1040.89	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906702396.00	1040.97	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.47\n']-> 1363906702396:connectionFormed.nonContactAmmeterModel -> None	Test	startMeasure	nonContactAmmeter					
1363906702741.00	1041.31	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 7.731644628866936'	 'y = 1.3255297845766298\n']-> <<IGNORED!>>							
1363906702779.00	1041.35	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.33\n']-> 1363906702779:connectionBroken.nonContactAmmeterModel -> deliberate_measure	Test	traceMeasure	nonContactAmmeter					
1363906702897.00	1041.47	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 1.80 Amps\n']-> <<IGNORED!>>								
1363906703271.00	1041.84	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 7.398755148174525'	 'y = 1.8315217952290939\n']-> <<IGNORED!>>							
1363906703848.00	1042.42	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 7.385439568946828'	 'y = 1.8315217952290939\n']-> <<IGNORED!>>							
1363906704628.00	1043.20	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 7.385439568946828'	 'y = 1.8315217952290939\n']-> <<IGNORED!>>							
1363906704725.00	1043.29	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> 1363906704725:connectionBroken.nonContactAmmeterModel -> None	Test	endMeasure	nonContactAmmeter					
1363906704760.00	1043.33	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.46\n']-> <<IGNORED!>>								
1363906704781.00	1043.35	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363906705194.00	1043.76	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 11.739633976403553'	 'y = 2.444038439703129\n']-> <<IGNORED!>>							
1363906705229.00	1043.80	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363906705242.00	1043.81	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 11.766265134858946'	 'y = 2.417407281247736\n']-> <<IGNORED!>>							
pause <1363906705242	#VALUE!	1363906722860> =17618												
1363906726068 <<pause ENDED!>> time before next action = 3208	#VALUE!													
1363906726068.00	1064.64	 'user'	 'nonContactAmmeter'	 'sprite'	 'startDrag'	 'x = 11.766265134858946'	 'y = 2.417407281247736\n']-> <<IGNORED!>>							
1363906726576.00	1065.15	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 1.2203263865233955'	 'y = 7.4506962293169785\n']-> <<IGNORED!>>							
1363906727084.00	1065.65	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 2.5518843092930354'	 'y = 5.8927734596765\n']-> <<IGNORED!>>							
